species,length_cm,length_ref,mass_grams,phylo_distance_diet_model_mya,vol.v,Ven_ref_fixed,Ven_refs,environment,constriction,Env_refs,dimensions,ld50_mg,ld50_method,ld50_model,ld50_ref,ld50_ref_fix,fishes,inverts,amphibians,reptiles,birds,eggs,mammals,egg.bin,diet_refs,prey_size_g
Bungarus_multicinctus,185,http://www.toxinology.com/fusebox.cfm?fuseaction=main.snakes.display&mode=PrintFriendly&id=SN0023,1109,375.1,7.8,"Gopalakrishnakone, P. and Chou, L.M., 1990. Snakes of medical importance (Asia-Pacific region). National University of Singapore; Sawai Y. (1976) Medical treatment of snakebites. 2. Southeast Asia. The Snake, Vol. 8(1), pp 1-30. ",average.vol.from.Sawai.1976.and.Gopalakrishnakone.and.Chou.1990.maxtaken.as.the.Sawai.higher.average.yeild.,aquatic,no,Queiroz and Rodrêguez http://www.iucnredlist.org/details/191957/0,3,0.019,ip,mouse,http://www.drugfuture.com/toxic/q141-q790.html,"Crosland, R.D., 1988. Effect of chloroquine on toxicity in mice of the venom and neurotoxins from the snake Bungarus multicinctus. Journal of Pharmacology and Experimental Therapeutics, 246(3), pp.992-995.",76,0,0,24,0,0,0,no,"Mao, S.H., 1970. Food of the common venomous snakes of Taiwan. Herpetologica, pp.45-48.",94.9
Bungarus_multicinctus,185,http://www.toxinology.com/fusebox.cfm?fuseaction=main.snakes.display&mode=PrintFriendly&id=SN0023,1109,375.1,7.8,"Gopalakrishnakone, P. and Chou, L.M., 1990. Snakes of medical importance (Asia-Pacific region). National University of Singapore; Sawai Y. (1976) Medical treatment of snakebites. 2. Southeast Asia. The Snake, Vol. 8(1), pp 1-30. ",average.vol.from.Sawai.1976.and.Gopalakrishnakone.and.Chou.1990.maxtaken.as.the.Sawai.higher.average.yeild.,aquatic,no,Queiroz and Rodrêguez http://www.iucnredlist.org/details/191957/0,3,0.09,sc,mouse,"Zug, GR. (1996). Snakes in Question: The Smithsonian Answer Book. Washington D.C..andGopalkrishnakone ; Chou, P; LM (1996). Snakes of Medical Importance (Asia-Pacific Region). Singapore: National University of Singapore.","Zug, GR. (1996). Snakes in Question: The Smithsonian Answer Book. Washington D.C..andGopalkrishnakone ; Chou, P; LM (1996). Snakes of Medical Importance (Asia-Pacific Region). Singapore: National University of Singapore.",76,0,0,24,0,0,0,no,"Mao, S.H., 1970. Food of the common venomous snakes of Taiwan. Herpetologica, pp.45-48.",94.9
Bungarus_multicinctus,185,http://www.toxinology.com/fusebox.cfm?fuseaction=main.snakes.display&mode=PrintFriendly&id=SN0023,1109,375.1,7.8,"Gopalakrishnakone, P. and Chou, L.M., 1990. Snakes of medical importance (Asia-Pacific region). National University of Singapore; Sawai Y. (1976) Medical treatment of snakebites. 2. Southeast Asia. The Snake, Vol. 8(1), pp 1-30. ",average.vol.from.Sawai.1976.and.Gopalakrishnakone.and.Chou.1990.maxtaken.as.the.Sawai.higher.average.yeild.,aquatic,no,Queiroz and Rodrêguez http://www.iucnredlist.org/details/191957/0,3,0.071,iv,mouse,http://www.drugfuture.com/toxic/q141-q790.html,"Kocholaty, W.F., Ledford, E.B., Daly, J.G. and Billings, T.A., 1971. Toxicity and some enzymatic properties and activities in the venoms of Crotalidae, Elapidae and Viperidae. Toxicon, 9(2), pp.131-138.",76,0,0,24,0,0,0,no,"Mao, S.H., 1970. Food of the common venomous snakes of Taiwan. Herpetologica, pp.45-48.",94.9
Bungarus_multicinctus,185,http://www.toxinology.com/fusebox.cfm?fuseaction=main.snakes.display&mode=PrintFriendly&id=SN0023,1109,0,7.8,"Gopalakrishnakone, P. and Chou, L.M., 1990. Snakes of medical importance (Asia-Pacific region). National University of Singapore; Sawai Y. (1976) Medical treatment of snakebites. 2. Southeast Asia. The Snake, Vol. 8(1), pp 1-30. ",average.vol.from.Sawai.1976.and.Gopalakrishnakone.and.Chou.1990.maxtaken.as.the.Sawai.higher.average.yeild.,aquatic,no,Queiroz and Rodrêguez http://www.iucnredlist.org/details/191957/0,3,0.00078,im,bird,http://www.drugfuture.com/toxic/q141-q790.html,"Lee, C.Y. and Tseng, L.F., 1969. Species differences in susceptibility to elapid venoms. Toxicon, 7(2), pp.89-93.",76,0,0,24,0,0,0,no,"Mao, S.H., 1970. Food of the common venomous snakes of Taiwan. Herpetologica, pp.45-48.",94.9
Bungarus_multicinctus,185,http://www.toxinology.com/fusebox.cfm?fuseaction=main.snakes.display&mode=PrintFriendly&id=SN0023,1109,0,7.8,"Gopalakrishnakone, P. and Chou, L.M., 1990. Snakes of medical importance (Asia-Pacific region). National University of Singapore; Sawai Y. (1976) Medical treatment of snakebites. 2. Southeast Asia. The Snake, Vol. 8(1), pp 1-30. ",average.vol.from.Sawai.1976.and.Gopalakrishnakone.and.Chou.1990.maxtaken.as.the.Sawai.higher.average.yeild.,aquatic,no,Queiroz and Rodrêguez http://www.iucnredlist.org/details/191957/0,3,0.00095,im,bird,http://www.drugfuture.com/toxic/q141-q790.html,"Lee, C.Y. and Tseng, L.F., 1969. Species differences in susceptibility to elapid venoms. Toxicon, 7(2), pp.89-93.",76,0,0,24,0,0,0,no,"Mao, S.H., 1970. Food of the common venomous snakes of Taiwan. Herpetologica, pp.45-48.",94.9
Causus_rhombeatus,93,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",422,782.7,25,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",aver.volume.from.Minton.1974.max.from.Sprawls,terrestrial,no,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",1,8.75,iv,mouse,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). , S., Branch, B. (1995). The Dangerous Snakes of Africa. Blandford. pp. 49_51.","Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",0,100,0,0,0,0,0,no,"Ineich, I., Bonnet, X., Shine, R., Shine, T., Brischoux, F., Lebreton, M. and Chirio, L., 2006. What, if anything, is a ïtypicalÍviper? Biological attributes of basal viperid snakes (genus Causus Wagler, 1830). Biological Journal of the Linnean Society, 89(4), pp.575-588.",0.0085
Causus_rhombeatus,93,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",422,782.7,25,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",aver.volume.from.Minton.1974.max.from.Sprawls,terrestrial,no,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",1,15,sc,mouse,no.ld50.refs.need.to.get.Mebs.1978.Pharmacology.of.reptilian.venoms.In.Biology.of.the.Reptilia.Vol.*.Pphysiology,,0,100,0,0,0,0,0,no,"Ineich, I., Bonnet, X., Shine, R., Shine, T., Brischoux, F., Lebreton, M. and Chirio, L., 2006. What, if anything, is a ïtypicalÍviper? Biological attributes of basal viperid snakes (genus Causus Wagler, 1830). Biological Journal of the Linnean Society, 89(4), pp.575-588.",0.0085
Cerastes_cerastes,85,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",325,145.7,51,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; Kochva E. (1978) Oral Glands of the Reptilia. In : Biology of the Reptilia.VIII. Eds. Gans C. and Gans K.A., Academic Press, London and New York. Abdel_Aal, A. and Abdel-Baset, A., 2010. Venom yield and toxicities of six Egyptian snakes with a description of a procedure for estimating the amount of venom ejected by a single snake bite. Scientific Journal of King Faisal University (Basic and Applied Sciences), 11(1), p.1431.","volume.average.from.Minton1974,Kochva.1978.and.Abdel.et.al.2010.max.from.Abdel.et.al.2010",terrestrial,no,"Mallow D, Ludwig D, Nilson G. 2003. True Vipers: Natural History and Toxinology of Old World Vipers. Malabar, Florida: Krieger Publishing Company. 359 pp",1,0.5,iv,mouse,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). , S., Branch, B. (1995). The Dangerous Snakes of Africa. Blandford. pp. 49_51.","Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",0,0,0,47.62,1.59,0,50.79,no,"Webber, M.M., X. Glaudas, J.A. Rodriguez-Robles. 2012. Do sidewinding rattlesnakes (Crotalus cerastes, Viperidae) cease feeding during the breeding season? Copeia 2012: 100-105.",NA
Cerastes_cerastes,85,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",325,145.7,51,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; Kochva E. (1978) Oral Glands of the Reptilia. In : Biology of the Reptilia.VIII. Eds. Gans C. and Gans K.A., Academic Press, London and New York. Abdel_Aal, A. and Abdel-Baset, A., 2010. Venom yield and toxicities of six Egyptian snakes with a description of a procedure for estimating the amount of venom ejected by a single snake bite. Scientific Journal of King Faisal University (Basic and Applied Sciences), 11(1), p.1431.","volume.average.from.Minton1974,Kochva.1978.and.Abdel.et.al.2010.max.from.Abdel.et.al.2010",terrestrial,no,"Mallow D, Ludwig D, Nilson G. 2003. True Vipers: Natural History and Toxinology of Old World Vipers. Malabar, Florida: Krieger Publishing Company. 359 pp",1,0.95,ip,mouse,Abdel.et.al.2010,"Abdel_Aal, A. and Abdel-Baset, A., 2010. Venom yield and toxicities of six Egyptian snakes with a description of a procedure for estimating the amount of venom ejected by a single snake bite. Scientific Journal of King Faisal University (Basic and Applied Sciences), 11(1), p.1431.",0,0,0,47.62,1.59,0,50.79,no,"Webber, M.M., X. Glaudas, J.A. Rodriguez-Robles. 2012. Do sidewinding rattlesnakes (Crotalus cerastes, Viperidae) cease feeding during the breeding season? Copeia 2012: 100-105.",NA
Cerastes_vipera,53,http://www.toxinology.com/fusebox.cfm?fuseaction=main.snakes.display&id=SN0218,82,296,22.3,"Abdel_Aal, A. and Abdel-Baset, A., 2010. Venom yield and toxicities of six Egyptian snakes with a description of a procedure for estimating the amount of venom ejected by a single snake bite. Scientific Journal of King Faisal University (Basic and Applied Sciences), 11(1), p.1431.",volume.from.Abdel.et.al.2010,terrestrial,no,"Sivan, J., Kam, M., Hadad, S., Degen, A.A., Rozenboim, I. and Rosenstrauch, A., 2013. Temporal activity and dietary selection in two coexisting desert snakes, the Saharan sand viper (Cerastes vipera) and the crowned leafnose (Lytorhynchus diadema). Zoology, 116(2), pp.113-117.",1,0.5,iv,mouse,Theakston.and.Reid.1983,"Theakston, R.D.G. and Reid, H.A., 1983. Development of simple standard assay procedures for the characterization of snake venoms. Bulletin of the world health organization, 61(6), p.949.",0,0,0,100,0,0,0,no,"Sivan, J., Kam, M., Hadad, S., Degen, A.A., Rozenboim, I. and Rosenstrauch, A., 2013. Temporal activity and dietary selection in two coexisting desert snakes, the Saharan sand viper (Cerastes vipera) and the crowned leafnose (Lytorhynchus diadema). Zoology, 116(2), pp.113-117.",12.44
Crotalus_adamanteus,244,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",6987,21,443,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; U.S. Department of the Navy (1968) Poisonous Snakes of the World. United States Government Printing Office, Washington. D.C.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.","volumand.ld50.Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). .average.vol.from.US.dept.Navy.1968.Broad.1979.and.Minton.1974",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,1.69,iv,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ","Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,3.9,1.1,1.1,0,94,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",565.4
Crotalus_adamanteus,244,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",6987,21,443,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; U.S. Department of the Navy (1968) Poisonous Snakes of the World. United States Government Printing Office, Washington. D.C.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.","volumand.ld50.Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). .average.vol.from.US.dept.Navy.1968.Broad.1979.and.Minton.1974",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,14.6,sc,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ","Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,3.9,1.1,1.1,0,94,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",565.4
Crotalus_adamanteus,244,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",6987,21,443,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; U.S. Department of the Navy (1968) Poisonous Snakes of the World. United States Government Printing Office, Washington. D.C.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.","volumand.ld50.Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). .average.vol.from.US.dept.Navy.1968.Broad.1979.and.Minton.1974",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,1.89,ip,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ","Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,3.9,1.1,1.1,0,94,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",565.4
Crotalus_atrox,213,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",4705,41.4,400,"Gibbs, H.L. and Mackessy, S.P., 2009. Functional basis of a molecular adaptation: prey-specific toxic effects of venom from Sistrurus rattlesnakes. Toxicon, 53(6), pp.672-679.",AVERAGE.VOL.FROM.Gibs and Mackessy 2009.max.from.Klauber.1972,terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,3.65,iv,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ","Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,0,12,2,0,86,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",85.04
Crotalus_atrox,213,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",4705,41.4,400,"Gibbs, H.L. and Mackessy, S.P., 2009. Functional basis of a molecular adaptation: prey-specific toxic effects of venom from Sistrurus rattlesnakes. Toxicon, 53(6), pp.672-679.",AVERAGE.VOL.FROM.Gibs and Mackessy 2009.max.from.Klauber.1972,terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,17.8,sc,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ","Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,0,12,2,0,86,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",85.04
Crotalus_atrox,213,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",4705,41.4,400,"Gibbs, H.L. and Mackessy, S.P., 2009. Functional basis of a molecular adaptation: prey-specific toxic effects of venom from Sistrurus rattlesnakes. Toxicon, 53(6), pp.672-679.",AVERAGE.VOL.FROM.Gibs and Mackessy 2009.max.from.Klauber.1972,terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,3.5,ip,mouse,Gibs and Mackessy 2009,"Gibbs, H.L. and Mackessy, S.P., 2009. Functional basis of a molecular adaptation: prey-specific toxic effects of venom from Sistrurus rattlesnakes. Toxicon, 53(6), pp.672-679.",0,0,0,12,2,0,86,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",85.04
Crotalus_basiliscus,204.5,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",4179,0,150,"Gibbs, H.L. and Mackessy, S.P., 2009. Functional basis of a molecular adaptation: prey-specific toxic effects of venom from Sistrurus rattlesnakes. Toxicon, 53(6), pp.672-679.",MAXvolume.from.Minton.1974.average from Ginns and Mackassy 2009,terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,2.8,ip,mouse,Gibs and Mackessy 2009,"Gibbs, H.L. and Mackessy, S.P., 2009. Functional basis of a molecular adaptation: prey-specific toxic effects of venom from Sistrurus rattlesnakes. Toxicon, 53(6), pp.672-679.",0,0,0,0,0,0,100,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",NA
Crotalus_catalinensis,73,"Campbell JA, Lamar WW. 2004. The Venomous Reptiles of the Western Hemisphere. Comstock Publishing Associates, Ithaca and London. 870 pp.",209,86.7,21,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ","MAXvolume.from.Glenn.and.Straight.1985.average.frm.Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,3.5,ip,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ","Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,0,29.3,0,0,70.7,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",20.41
Crotalus_catalinensis,73,"Campbell JA, Lamar WW. 2004. The Venomous Reptiles of the Western Hemisphere. Comstock Publishing Associates, Ithaca and London. 870 pp.",209,86.7,21,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",MAXvolume.from.Glenn.and.Straight.1985,terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,10.9,im,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ","Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,0,29.3,0,0,70.7,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",20.41
Crotalus_cerastes,82,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",293,143.6,33,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ","Ld50.vol.from.Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,2.28,iv,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ","Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,0,45.6,2.9,0,51.5,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",43.04
Crotalus_cerastes,82,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",293,143.6,33,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ","Ld50.vol.from.Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,5.5,sc,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ","Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,0,45.6,2.9,0,51.5,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",43.04
Crotalus_cerastes,82,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",293,143.6,33,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ","Ld50.vol.from.Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,3,ip,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ","Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,0,45.6,2.9,0,51.5,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",43.04
Crotalus_durissus,150,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1696,0,74,"Sanchez E.F., Freitas T.V., Ferreira-Alves D.L., Velarde D.T., Diniz M.R., Cordeiro M.N., Agostini-Cotta G. and Diniz C.R. (1992) Biological activities of venoms from South American Snakes. Toxicon, Vol. 30, p 95.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; De Roodt A.R., Dolab J.A., Gallarce P.P., Gould E., Litwin S., Dokmetjian, J.C., Segre L. and Vidal J.C. (1998) A study on the venom yield of venomous snake species from Argentina. Toxicon, Vol. 36, pp 1949-1957. ",MAXvolume.from.De.Roodt.1988.butis.only.an.average.the.is.higher.then.the.other.ranges.average.vol/from/Minton..1974.Sanchez.et.al.1992.and.De.Roodt.1988,terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,0.61,ip,mouse,Aguilar.etal.2007,"Aguilar, I., Guerrero, B., Salazar, A.M., GirÑn, M.E., P_rez, J.C., Sànchez, E.E. and RodrÕguez-Acosta, A., 2007. Individual venom variability in the South American rattlesnake Crotalus durissus cumanensis. Toxicon, 50(2), pp.214-224.",0,0,0,0,0,0,100,no,"SalomÜo, M.D., Santos, S.M.A. and Puorto, G., 1995. Activity pattern of Crotalus durissus (Viperidae, Crotalinae): feeding, reproduction and snakebite. Studies on neotropical Fauna and environment, 30(2), pp.101-106.",273.28
Crotalus_durissus,150,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1696,0,200,"Sanchez E.F., Freitas T.V., Ferreira-Alves D.L., Velarde D.T., Diniz M.R., Cordeiro M.N., Agostini-Cotta G. and Diniz C.R. (1992) Biological activities of venoms from South American Snakes. Toxicon, Vol. 30, p 95.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; De Roodt A.R., Dolab J.A., Gallarce P.P., Gould E., Litwin S., Dokmetjian, J.C., Segre L. and Vidal J.C. (1998) A study on the venom yield of venomous snake species from Argentina. Toxicon, Vol. 36, pp 1949-1957. ",MAXvolume.from.De.Roodt.1988.butis.only.an.average.that.is.higher.then.the.other.ranges.average.vol/from/Minton..1974.Sanchez.et.al.1992.and.De.Roodt.1988,terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,0.13,ip,mouse,Gibs and Mackessy 2009,"Gibbs, H.L. and Mackessy, S.P., 2009. Functional basis of a molecular adaptation: prey-specific toxic effects of venom from Sistrurus rattlesnakes. Toxicon, 53(6), pp.672-679.",0,0,0,0,0,0,100,no,"SalomÜo, M.D., Santos, S.M.A. and Puorto, G., 1995. Activity pattern of Crotalus durissus (Viperidae, Crotalinae): feeding, reproduction and snakebite. Studies on neotropical Fauna and environment, 30(2), pp.101-106.",273.28
Crotalus_enyo,89.8,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",381,148.7,30,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",MAXvolume.from.Glenn.and.Straight.1985.average.fromGlenn.and.Straigth.1985.and.Minton.1972,terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,2.8,ip,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ","Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,6.4,0,33.3,0,0,60.3,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",28.33
Crotalus_enyo,89.8,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",381,148.7,30,"Glenn J.L. and Straight R.C. (1985) Venom properties of the rattlesnakes ( Crotalus ) inhabiting the Baja California region of Mexico. Toxicon, Vol. 23, p 769.",MAXvolume.from.Glenn.and.Straight.1985.average.fromGlenn.and.Straigth.1985.and.Minton.1972,terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,4.6,im,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ","Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,6.4,0,33.3,0,0,60.3,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",28.33
